id	species	gene_names	gene_synonyms	description	term_ids	sources
4564	ath	AT1G50010		Right-handed helical growth in the root and other rapidly elongating organs. Medium severity of cell expansion defects. Left-handed helical growth in the root and other rapidly elongating organs. Medium severity of cell expansion defects. Delayed leaf development.		TAIR
4565	ath	AT1G50055		No obvious leaf developmental defects.		TAIR
4566	ath	AT1G50060		Very small rosettes with few leaves. green-yellow leaves with darker main veins. serrated leaf margins. green-yellow plants. slow growth.		TAIR
4567	ath	AT1G50110		Moderate changes of C7 and C8 glucosinolate species both in leaves and seeds. Smaller rosettes and inflorescences in comparison to wild type. In addition, there were dent-like cavities and chlorotic areas in the leaves. Moderately increased levels of Ala, Arg, His, Ile, Phe, Pro Thr, Trp and Tyr, and Leu.  Extraordinary enhanced accumulation of Met.  Significant decrease in levels of Met-derived glucosinolates and increase in Leu-derived glucosinolates. Increased levels of Met, Ser, Val and S-methylmethionine (SMM) and decreased levels of Met-derived glucosinolates in leaves and seeds.		TAIR
4568	ath	AT1G50250		no visible difference in leaf morphology and variegation when grown under normal light and temperature conditions compared to wild-type. More variegated than ftsh2. Completely white seedlings. Restoration of Heterozygocity of FTSH5 allows chloroplast development in the cotyledons.		TAIR
4569	ath	AT1G50270		No visible phenotype.		TAIR
4570	ath	AT1G50280		Increased sensitivity to ABA treatment. When grown in the presence of ABA, mutant plants had enhanced inhibition of root growth, delayed seed germination, reduced stomatal aperture.		TAIR
4571	ath	AT1G50290		early flowering in short days.		TAIR
4572	ath	AT1G50610		morphological phenotype similar to wt. resistant to kanamycin.		TAIR
4573	ath	AT1G50640		Slightly dark-green rosettes. short internodes. short siliques. reduced fertility. average height = 37 cm.		TAIR
4574	ath	AT1G50960		In long day conditions, no significant difference in flowering behaviour between mutant and wild-type. In short day conditions mutant formed fewer rosette leaves before bolting. In short day conditions, mutant formed a greater number of cauline leaves. Longer hypocotyl compared to wild-type when grown in medium- and low-light. Dwarf (growth under long-day photoperiod). Longer roots when plants are grown under salt stress (50-100nM NaCl).		TAIR
4575	ath	AT1G51070		Reduced chlorophyll and pale yellow leaves under content under low Fe conditions.		TAIR
4576	ath	AT1G51220		Rootless phenotype. nww mutant embryos diverge from normal development at 32 cell stage. The  hypophysis asymmetric division fails resulting in loss of lens shaped cell. Consequently the quiescent center does not develop and roots are absent.		TAIR
4577	ath	AT1G51460		Flowers are seriously distorted in petal morphology and display petal-to-sepal and sepal-to-sepal fusions during early flower development.  The fusions disappear during later flower development. Petal epidermal cells do not have a wt conical structure and are flattened. Epidermal cuticular ridges on these cells are completely absent. Folded petals.		TAIR
4578	ath	AT1G51570		Dwarf and bushy phenotype with fewer flowers in main inflorescence apices, increased number of disorganized vascular bundles with more procambium-like structures and an increase in cell density in the central pith region at the base of inflorescence shoot apices. More than half of plants display early termination of main SAMs without rosette leaves.		TAIR
4579	ath	AT1G51680		No visible phenotype.		TAIR
4580	ath	AT1G51710		No visible phenotype.		TAIR
4581	ath	AT1G52740		Shorter, thickened siliques. strong asymmetric curvature of developing siliques, reduced fertility. Additional novel phenotypes occur, but only rarely. Under LD conditions, phenotypes also include: greatly reduced rosette size and stature. mature plants are spindly and have trouble remaining upright. Under SD conditions, phenotypes also include: increased leaf serration and petiole length. The following phenotypes are more pronounced under SD, but exist under LD conditions: early flowering, increased number of flowers with extra petals.		TAIR
4582	ath	AT1G52830		No visible phenotype.		TAIR
4583	ath	AT1G52930		Growth delay.  Impaired development of rosette leaves and delay in flowering. Absence of ABA-induced inhibition of seed germination. Mutant plants exhibit all known major  ABA defects (seed dormancy, stomatal opening, growth inhibition). Reduced seed dormancy phenotype. Seedling growth inhibition by ABA was substantially reduced in the mutant compared with that of the wild type. In the absence of  ABA, the mutant seedlings developed normally  and were indistinguishable from the wild-type  seedlings. The defect exhibited by the double mutant in ABA-induced stomatal closure was similar to that exhibited by both single mutants. .		TAIR
4584	ath	AT1G53130		increased ROS-induced cell death (ROS: reactive oxygen species). decreased seed content. more resistant to bacterial pathogen Pseudomonas syringae.		TAIR
4585	ath	AT1G53140		No visible phenotype.		TAIR
4586	ath	AT1G53160		No visible phenotype.		TAIR
4587	ath	AT1G53230		No visible phenotype.		TAIR
4588	ath	AT1G53233		No visible phenotype.		TAIR
4589	ath	AT1G53240		mmdh1-2 mmdh2-1 double mutants have no detectable mitochondrial malate dehydrogenase (MDH) activity and over a 40% reduction in total leaf MDH activity. They also have growth defects under long and short days.		TAIR
4590	ath	AT1G53290		kanamycin resistant, no visible phenotype.		TAIR
4591	ath	AT1G53310		No visible phenotype.		TAIR
4592	ath	AT1G53330		30-40% T3 seeds are embryo lethal, the rest had delayed germination. Among the germinated plants, they displayed a range of phenotypic expression: 1) seedling lethal, 2) normal cotyledons later became elongated and fragile, slightly narrower and curved rosette leaves, reduced shoot apical dominancy, elongated internode, shorter primary roots and long lateral roots, shorter siliques, 3) very subtle changes.		TAIR
4593	ath	AT1G53470		No visible phenotype. Abolished stretch-activate mechanosensitive channel activity.		TAIR
4594	ath	AT1G53490		Double mutant increases number of bivalents from hei10-2 single.		TAIR
4595	ath	AT1G53700		Similar to wild type when seedlings were grown on vertical plates. Morphologically similar to wild type. When seedlings were grown on vertical plates, root exhibited pronounced wavy pattern. Morphologically similar to wild type. When seedlings were grown on vertical plates, root exhibited slight wavy pattern. Overall phenotype identical to wag1-1 mutant allele. Morphologically similar to double mutant wag1-1/wag2-1. When seedlings were grown on vertical plates, root exhibited pronounced wavy pattern. Gravitropism was not affected in mutant plants. Double mutant plants were more resistant to inhibition of root curling by auxin transport inhibitor NPA than wild type plants.		TAIR
4596	ath	AT1G54115		same as smb-3 single mutant. Heterozygotes and homozygotes have a WT phenotype.		TAIR
4597	ath	AT1G54130		No visible phenotype.		TAIR
4598	ath	AT1G54180		No visible root phenotype.		TAIR
4599	ath	AT1G54210		Small plants and premature senescence under normal soil-grown conditions. Hypersensitivity to N and fixed-C deprivation.		TAIR
4600	ath	AT1G54280		Homozygotes show increased susceptibility to high temperature stress. Pollen tubes are short and pollen tube growth is slow. Reduced seed set, pollen defective.		TAIR
4601	ath	AT1G54440		Reduced methylation at AtSN1 transposon site.		TAIR
4602	ath	AT1G54470		No visible phenotype.		TAIR
4603	ath	AT1G54500		Pale and slow growing.		TAIR
4604	ath	AT1G54520		When grown under fluctuating light leaves are pale green. Chloroplasts are reduced in number and size.NPQ is higher than WT when grown in low light.		TAIR
4605	ath	AT1G54830		Delayed flowering in long days. Plants produce (on average) almost twice as many leaves before bolting as wild type.		TAIR
4606	ath	AT1G55040		Does not segregate for embryo lethal phenotype. Homozygotes appear morphologically normal. No obvious visible phenotype, not embryo lethal. Fertilized siliques from sed1-1/SED1 plants contained about 21.0% (84/ 382) abnormal white colored seeds. White seeds were confirmed homozygotes therefore sed1-1 confers an embryo lethal phenotype in the homozygote. Embryo arrest occurs by approximately early globular stage in sed1-1/sed1-1 seeds.		TAIR
4607	ath	AT1G55080		No visible phenotype.		TAIR
4608	ath	AT1G55140		Slighly pale-green plants with reduced vigor. Mature leaves show a 10% reduction in chlorophyll a and b accumulation.		TAIR
4609	ath	AT1G55610		Altered vascular cell differentiation.		TAIR
4610	ath	AT1G55740		Late flowering under long-day photoperiod.  Increased number of rosette leaves.  Severe developmental retardation 14 days after germination.  Slightly reduced fertility.  Leaves slightly more curled and darker than wild-type plants.		TAIR
4611	ath	AT1G55805		No visible phenotype.		TAIR
4612	ath	AT1G55910		No visible phenotype.		TAIR
4613	ath	AT1G56180		Virescent phenotype and impaired starch accumulation.		TAIR
4614	ath	AT1G56190		Resistant to infection by Watermelon mosaic virus (WMV).		TAIR
4615	ath	AT1G56310		No visible phenotype.		TAIR
4616	ath	AT1G56560		atinva mutants have reduced root growth, reduced invertase activity, and increased expression of antioxidant genes under basal conditions.		TAIR
4617	ath	AT1G56580		Altered trichome morphology.		TAIR
4618	ath	AT1G56590		No visible phenotype. Partially suppressed the abnormality of zig-1 in both gravitropism  and stem morphology.		TAIR
4619	ath	AT1G57840		ABA and Ca(2+) activation of slow-type anion channels and ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells. Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles. However, rapid-type anion channel current activity was not affected, consistent with the partial stomatal closing response in double mutants via a proposed branched signaling network. Imposed Ca(2+) oscillation experiments revealed that Ca(2+)-reactive stomatal closure was reduced in CDPK double mutant plants. However, long-lasting Ca(2+)-programmed stomatal closure was not impaired.		TAIR
